"pchids" "biosyn_class" "organism_name" "mibig_accession" "ncbi_tax_id" "compounds.chem_struct" "compounds.compound" "compounds.molecular_formula"
"44559556" "NRP" "Pseudomonas costantinii" "BGC0000447" 168469 "CCCCCC(CC(=O)N/C(=C\C)/C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N/C(=C\C)/C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)CCO)CCN)CCCCN)C)O" "tolaasin I" "C94H163N21O25"
NA "NRP" "Pseudomonas costantinii" "BGC0000447" 168469 "O=C(N[C@@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N1)=O)CCO)=O)=O)[C@@H](C)OC([C@H](CCCCN)NC([C@H]1CCN)=O)=O)/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@H]2N(C(/C(NC(CC(CCCCC)O)=O)=C/C)=O)CCC2)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C/C" "tolaasin F" "C94H163N21O25"
"6436800" "NRP" "Streptomyces achromogenes" "BGC0000448" 67255 "COC1NC2=C(C=C(OC)C(O)=C2)C(=O)N2CC(CC12)=CC" "tomaymycin" "C16H20N2O4"
"316447" "NRP" "Streptomyces triostinicus" "BGC0000450" 45399 "CC(C)C1N(C)C(=O)C2CSSCC(N(C)C(=O)C(C)NC(=O)C(COC1=O)NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)C1=CN=C3C=CC=CC3=N1)C(=O)NC(C)C(=O)N2C" "triostin A" "C50H62N12O12S2"
"16129635" "NRP" "Brevibacillus brevis NBRC 100599" "BGC0000452" 358681 "CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6" "tyrocidine" "C66H87N13O13"
"16658367" "NRP" "Vibrio anguillarum RV22" "BGC0000454" 989499 "NC(=N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CO)C(O)=O" "vanchrobactin" "C16H23N5O7"
"14969" "NRP" "Amycolatopsis orientalis HCCB10007" "BGC0000455" 1156913 "C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O" "vancomycin" "C66H75Cl2N9O24"
"3034080" "NRP" "Streptomyces vinaceus" "BGC0000458" 1960 "C1[C@@H](N=C(NC1[C@@H]2C(=O)NC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@@H](CCCN)N)N)O.OS(=O)(=O)O" "viomycin" "C25H45N13O14S"
"5487539" "NRP" "Vibrio vulnificus CMCP6" "BGC0000460" 216895 "CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O" "vulnibactin" "C35H39N5O9"
"24900168" "NRP" "Xenorhabdus nematophila ATCC 19061" "BGC0000465" 406817 "CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CC=C1" "xenortide A" "C25H35N3O2"
"24900169" "NRP" "Xenorhabdus nematophila ATCC 19061" "BGC0000465" 406817 "CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=C1C=CC=C2" "xenortide B" "C27H36N4O2"
NA "NRP" "Xenorhabdus nematophila ATCC 19061" "BGC0000465" 406817 "CN[C@@H](C(C)C)C(N([C@H](C(NCCC1=CC=CC=C1)=O)CC2=CC=CC=C2)C)=O" "xenortide C" "C24H33N3O2"
NA "NRP" "Xenorhabdus nematophila ATCC 19061" "BGC0000465" 406817 "CN[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12" "xenortide D" "C26H34N4O2"
"11721692" "NRP" "Streptomyces sp. TP-A2060" "BGC0000466" 991125 "COC1=CC2=C(NC(=C2)C(=O)N2CC3CC33C4=C(NC(=C4)C(=O)N4CCC5=C6C=C(NC6=C(OC)C(O)=C45)SC(C)=O)C(=O)C=C23)C=C1O" "yatakemycin" "C35H29N5O8S"
"5462519" "NRP" "Yersinia enterocolitica" "BGC0000467" 630 "CC(C)(C(O)C1CSC(N1)C1CSC(=N1)C1=CC=CC=C1O)C1=NC(C)(CS1)C(O)=O" "yersiniabactin" "C21H27N3O4S3"
"3081434" "RiPP" "Streptomyces sp. BC16019" "BGC0000469" 1109705 "[H][C@@]12[C@H](C)CCN1C(=O)CN\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C" "bottromycin A2" "C42H62N8O7S"
"71470785" "RiPP" "Streptomyces sp. WMMB 272" "BGC0000470" 1234059 "C[C@@H]1CCN2[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=NCC2=O)N[C@H](C(=O)N[C@@H]([C@@H](C)C3=CC=CC=C3)C(=O)N[C@H](CC(=O)OC)C4=NC=CS4)C(C)(C)C)C(C)(C)C)C" "bottromycin D" "C40H58N8O7S"
"102170967" "RiPP" "Anabaena sp. 90" "BGC0000472" 46234 "CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCC(=O)N)CO)[C@@H](C)O)C(C)C)CO)CC4=CNC5=CC=CC=C54" "anacyclamide A10" "C49H72N12O14"
"10555282" "RiPP" "Microcystis aeruginosa NIES-298" "BGC0000473" 449468 "CC[C@H](C)[C@@H]1NC(=O)C2=C(C)OC(=N2)[C@H](C)NC(=O)C2=CSC(=N2)[C@H](CC2=CN=CN2C)NC(=O)C2=CSC1=N2" "microcyclamide" "C26H30N8O4S2"
"10555282" "RiPP" "Microcystis aeruginosa PCC 7806" "BGC0000474" 267872 "CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)N[C@H](C3=NC(=CS3)C(=O)N[C@H](C4=NC(=C(O4)C)C(=O)N1)C)CC5=CN=CN5C" "microcyclamide" "C26H30N8O4S2"
"157454" "RiPP" "Prochloron didemni" "BGC0000475" 1216 "CC[C@H](C)[C@H]1C2=N[C@@H](CO2)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C(C)C)[C@@H](C)CC)C(C)C" "patellamide A" "C35H50N8O6S2"
"9767970" "RiPP" "Prochloron didemni" "BGC0000475" 1216 "CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C)C(C)C)CC6=CC=CC=C6" "patellamide C" "C37H46N8O6S2"
"24762149" "RiPP" "uncultured Prochloron sp. 06037A" "BGC0000477" 503010 "CC(C)C[C@H]1C2=N[C@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N1)C(C)OC(C)(C)C=C)C(C)C)C(C)OC(C)(C)C=C" "patellin 2" "C37H60N6O7S"
"24762150" "RiPP" "uncultured Prochloron sp. 06037A" "BGC0000477" 503010 "C[C@H]([C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N1)CC(C)C)C(C)OC(C)(C)C=C)C(C)C)CC(C)C)OC(C)(C)C=C" "patellin 3" "C48H78N8O9S"
"10350938" "RiPP" "uncultured Prochloron sp." "BGC0000478" 259942 "C[C@H]([C@H]1C(=O)N[C@H](C2=N[C@@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N1)C(C)C)CC5=CC=CC=C5)[C@@H](C)OC(C)(C)C=C)C(C)C)OC(C)(C)C=C" "patellin 6" "C50H74N8O9S"
"9811230" "RiPP" "uncultured Prochloron sp." "BGC0000478" 259942 "CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C3=N[C@@H](CS3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)COC(C)(C)C=C)[C@@H](C)OC(C)(C)C=C)CC4=CC=CC=C4)C" "trunkamide" "C43H63N7O8S"
"10629643" "RiPP" "Planktothrix agardhii NIES-596" "BGC0000479" 443922 "CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(OCC=C(C)C)C=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC1=O" "prenylagaramide B" "C49H68N8O10"
NA "RiPP" "Planktothrix agardhii NIES-596" "BGC0000479" 443922 "O=C([C@H]([C@H](CC)C)NC(CNC([C@@H](NC([C@H](CC1=CC=C(OC/C=C(C)/C)C=C1)NC([C@H](C)NC([C@@H](NC([C@@H]2CCCN23)=O)CCC(N)=O)=O)=O)=O)CC(C)C)=O)=O)N4[C@H](C(N[C@@H](CC(C)C)C3=O)=O)CCC4" "prenylagaramide C" "C52H80N10O11"
"24762151" "RiPP" "Nostoc spongiaeforme var. tenue str. Carmeli" "BGC0000480" 503013 "C[C@@H]1NC(=O)C2=CSC(=N2)[C@@H](C)NC(=O)C2=CSC(=N2)[C@H](C)NC(=O)C2=C(C)OC1=N2" "tenuecyclamide A" "C19H20N6O4S2"
"10720367" "RiPP" "Nostoc spongiaeforme var. tenue str. Carmeli" "BGC0000480" 503013 "CSCC[C@@H]1NC(=O)C2=CSC(CNC(=O)C3=C(C)OC(=N3)[C@H](C)NC(=O)C3=CSC1=N3)=N2" "tenuecyclamide C" "C20H22N6O4S3"
"24762144" "RiPP" "Trichodesmium erythraeum IMS101" "BGC0000481" 203124 "CC(C)CC1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2=CSC(=N2)C(CO)NC(=O)C2=CSC1=N2" "trichamide" "C46H66N16O12S2"
"9811230" "RiPP" "uncultured Prochloron sp." "BGC0000482" 259942 "CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C3=N[C@@H](CS3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)COC(C)(C)C=C)[C@@H](C)OC(C)(C)C=C)CC4=CC=CC=C4)C" "trunkamide" "C43H63N7O8S"
"132491096" "RiPP" "Microcystis aeruginosa PCC 9432" "BGC0000483" 1160280 "CC(C)(C=C)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N3CCC[C@H]3C4=NC(=CS4)C(=O)OC" "aeruginosamide B" "C32H38N4O4S"
NA "RiPP" "Microcystis aeruginosa PCC 9432" "BGC0000483" 1160280 "CC(C=C)(N[C@H](C(N[C@H](C(N1CCC[C@H]1C(N[C@H](C(C)C)C2=NC=C(C(OC)=O)S2)=O)=O)CC3=CC=CC=C3)=O)CC4=CC=CC=C4)C" "aeruginosamide C" "C37H47N5O5S"
"16132310" "RiPP" "Actinoplanes garbadinensis" "BGC0000495" 69485 "CC[C@H](C)[C@@H](C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CC)C(=O)N[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N[C@H](CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)O)NC(=O)[C@@H](CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N" "actagardine" "C81H132N20O23"
"133562644" "RiPP" "Streptomyces cinnamoneus" "BGC0000503" 53446 "C[C@H]1[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCNC(=N)N)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8" "cinnamycin" "C89H125N25O25S3"
"16132391" "RiPP" "Staphylococcus epidermidis" "BGC0000508" 1282 "CCC(C)C1C(=O)NC(CSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CCCCN)NC(=O)C(C)NC(=O)C(C(C)CC)N)C(=O)NC3C(SCC(NC(=O)CNC(=O)C4CCCN4C3=O)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)N/C(=C\C)/C(=O)NCC(=O)NC5CSCC6C(=O)N/C=C\SCC(C(=O)NC(C(=O)N6)CC7=CC=C(C=C7)O)NC(=O)C(NC(=O)C(NC5=O)CC8=CC=CC=C8)CC(=O)N)C" "epidermin" "C98H141N25O23S4"
"73348284" "RiPP" "Staphylococcus gallinarum" "BGC0000514" 1293 "CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H]1CSC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCCN)CC2=CC=CC=C2)CC(C)C)C(=O)N[C@@H]3[C@@H](SC[C@@H](NC(=O)CNC(=O)[C@@H]4CCCN4C3=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N/C(=C/C)/C(=O)NCC(=O)N[C@@H]5CSC[C@@H]6C(=O)N/C=C/SC[C@H](C(=O)N[C@H](C(=O)N6)CC7=CC=C(C=C7)O)NC(=O)[C@@H](NC(=O)[C@@H](NC5=O)CC8=CC=CC=C8)CC(=O)N)C)N" "gallidermin" "C98H141N25O23S4"
"16132433" "RiPP" "Bacillus sp. HIL-Y85/54728" "BGC0000527" 69002 "CC[C@H](C)[C@@H](C(=O)NC(=C)S)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)C(=C)NC(=O)[C@H](CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC)NC(=O)[C@H](CS)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC)NC(=O)[C@H](CS)N" "mersacidin" "C80H128N20O21S4"
"16130280" "RiPP" "Lactococcus lactis subsp. lactis" "BGC0000535" 1360 "CCC(C)C1C(=O)NC(=C)C(=O)NC(C(=O)NC(CSCC(C(=O)N1)NC(=O)/C(=C/C)/NC(=O)C(C(C)CC)N)C(=O)NC2C(SCC(NC(=O)CNC(=O)C3CCCN3C2=O)C(=O)NC(CCCCN)C(=O)NC4C(SCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC4=O)C)CC(C)C)CCSC)C(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC5C(SCC6C(=O)NC(C(=O)NC(CSC(C(C(=O)N6)NC(=O)C(NC5=O)C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC7=CNC=N7)C(=O)NC(C(C)C)C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)CC8=CNC=N8)C)C)C)CC(C)C" "nisin A" "C143H230N42O37S7"
"16132355" "RiPP" "Staphylococcus epidermidis" "BGC0000543" 1282 "CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N/C(=C\C)/C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N/C(=C\C)/C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N/C(=C(\C)/S)/C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)NC(=O)C(=O)CC" "pep5" "C153H258N46O41S6"
"172832" "RiPP" "Streptococcus salivarius" "BGC0000548" 1304 "C[Si]1(O[Si](O[Si](O[Si](O1)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)(C)CCCOC(=O)C=C)CCCOC(=O)C=C" "salivaricin A" "C28H48O12Si4"
"45271551" "RiPP" "Rhodococcus jostii" "BGC0000575" 132919 "CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@@H]5CCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5)CCCNC(=N)N)CC6=CC=C(C=C6)O)C(C)C)CC(C)C)CCC(=O)N)CO" "lariatin" "C94H142N26O25"
"57397977" "RiPP" "Escherichia coli" "BGC0000581" 562 "CCC(C)C1NC(=O)CNC(=O)C(NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CCC(O)=O)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CC2=CN=CN2)NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(NC(=O)C2CCCN2C(=O)C(NC(=O)CNC1=O)C(C)O)C(C)CC)C(C)C)C(C)C" "microcin J25" "C101H139N23O27"
"101929386" "RiPP" "Escherichia coli" "BGC0000585" 562 "C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[P+]([O-])(OCCC[NH3+])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCSC)NC=O)O" "microcin C7" "C42H70N18O18PS+"
"42624949" "RiPP" "Alteromonas sp. B-10-31" "BGC0000591" 29456 "C[C@@H]1[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H]3COC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O1)NC3=O)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O)CC4=CC=C(C=C4)O)CCCN=C(N)N)CCSC)NC(=O)[C@H](C)NC(=O)[C@H](CC5=CC=CC=C5)N" "marinostatin" "C60H83N15O21S"
"44602391" "RiPP" "Streptomyces diastatochromogenes Tü6028" "BGC0000598" 42236 "CC[C@H](C)[C@@H](C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]([C@H](C(=O)NC)O)C(=O)N[C@@H](C)C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(=O)N)C(=O)N[C@H](C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)C(C)(C)C[S@@](=O)C)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H]([C@H](C(=O)NC)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H]([C@@H](C)CC(=O)N)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C(C)(C)O)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)(C)CC)NC(=O)CNC(=O)C(=O)CCC(C)(C)C" "polytheonamide A" "C219H376N60O72S"
"44602381" "RiPP" "Streptomyces diastatochromogenes Tü6028" "BGC0000598" 42236 "CC[C@H](C)[C@@H](C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]([C@H](C(=O)NC)O)C(=O)N[C@@H](C)C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(=O)N)C(=O)N[C@H](C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)C(C)(C)C[S@](=O)C)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H]([C@H](C(=O)NC)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H]([C@@H](C)CC(=O)N)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C(C)(C)O)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)(C)CC)NC(=O)CNC(=O)C(=O)CCC(C)(C)C" "polytheonamide B" "C219H376N60O72S"
"16132390" "RiPP" "Bacillus subtilis subsp. spizizenii ATCC 6633" "BGC0000602" 703612 "CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C)C(=O)NCC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CN" "subtilosin A" "C129H208N36O41S3"
"6446886" "RiPP" "Macrococcus caseolyticus" "BGC0000607" 69966 "C/C=C/1\C2=NC(=CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(=CS7)C(=O)N/C(=C/C)/C(=O)NCC(C)O)C8=NC(=CS8)C(=O)NC(C(=O)N1)C(C)O)C(C)O)C(C)C" "micrococcin P1" "C48H49N13O9S6"
"54737477" "RiPP" "Actinokineospora fastidiosa" "BGC0000608" 1816 "C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@H]2[C@@H]3[C@H]4C5=NC(=CS5)C(=O)N[C@@H](COC(=O)C6=C(CO3)C7=C(COC2=O)C=CC=C7N6O)C8=NC(=CS8)C9=N/C(=C/1\NC(=CS1)C(=O)NC(=C)C(=O)N)/C(=O)C=C9C1=NC(=CS1)C(=O)N[C@H](C(=O)N/C(=C(\C)/OC)/C1=NC(=CS1)C(=O)N4)[C@@H](C)O)(C)O)N(C)C.C(=O)(C(F)(F)F)O" "nocathiacin" "C63H61F3N14O20S5"
