"pchids" "biosyn_class" "organism_name" "mibig_accession" "ncbi_tax_id" "compounds.chem_struct" "compounds.compound" "compounds.molecular_formula"
"102196435" "Alkaloid" "uncultured bacterium" "BGC0001335" 77133 "CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O" "borregomycin C" "C22H15Cl2N3O4"
"102196436" "Alkaloid" "uncultured bacterium" "BGC0001335" 77133 "CN1C(=O)C2(C3=C(C4=C(C2(C1=O)O)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O" "borregomycin D" "C21H13Cl2N3O4"
NA "Alkaloid" "uncultured bacterium" "BGC0001336" 77133 "O=C1C2=C(C(C(OC)=O)N1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63" "erdasporine A" "C22H15N3O3"
"102584106" "Alkaloid" "uncultured bacterium" "BGC0001336" 77133 "COC(=O)C1=C2C(=CN1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63" "erdasporine B" "C22H15N3O2"
"102584107" "Alkaloid" "uncultured bacterium" "BGC0001336" 77133 "COC(=O)C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5" "erdasporine C" "C22H15N3O3"
"164723" "Polyketide" "Byssochlamys fulva" "BGC0001340" 89137 "CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O" "byssochlamic acid" "C18H20O6"
"3000706" "NRP" "Rothia nasimurium" "BGC0001341" 85336 "CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C" "valinomycin" "C54H90N6O18"
"59317598" "NRPPolyketide" "Chondromyces crocatus" "BGC0001342" 52 "C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O" "Cmc-thuggacin A" "C30H43NO7S"
"59317595" "NRPPolyketide" "Chondromyces crocatus" "BGC0001342" 52 "C/C=C(\C)/C=C(\C)/CC(C)C1C(C(C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O" "Cmc-thuggacin B" "C30H43NO7S"
"6439172" "Polyketide" "Stigmatella aurantiaca Sg a15" "BGC0001343" 675526 "[H][C@@]1(CC2=C(O1)C(C)=N(=O)C1=CC=CC=C21)[C@@](C)(O)CC\C=C(/C)CCC=C(C)C" "aurachin A" "C25H33NO3"
"6124753" "Polyketide" "Stigmatella aurantiaca Sg a15" "BGC0001343" 675526 "CC(C)=CCC\C(C)=C\CC\C(C)=C\CC1=C(C)NC2=CC=CC=C2C1=O" "aurachin D" "C25H33NO"
"12134544" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C" "tubulysin A" "C43H65N5O10S"
"12134545" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC" "tubulysin B" "C42H63N5O10S"
"11262920" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C" "tubulysin C" "C41H61N5O10S"
"12134546" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C" "tubulysin D" "C43H65N5O9S"
"12134547" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC" "tubulysin E" "C42H63N5O9S"
"11285812" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C" "tubulysin F" "C41H61N5O9S"
"101355563" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)C=C(C)C)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C" "tubulysin G" "C43H63N5O10S"
"11411735" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C" "tubulysin H" "C40H59N5O9S"
"11422937" "NRPPolyketide" "Cystobacter sp. SBCb004" "BGC0001344" 764904 "[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C" "tubulysin I" "C40H59N5O10S"
"16093504" "NRP" "Stigmatella aurantiaca Sg a15" "BGC0001345" 675526 "OC[C@H](CCCCNC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O" "myxochelin A" "C20H24N2O7"
"10873133" "NRP" "Stigmatella aurantiaca Sg a15" "BGC0001345" 675526 "C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CN)NC(=O)C2=C(C(=CC=C2)O)O" "myxochelin B" "C20H25N3O6"
"102518265" "Polyketide" "Streptomyces varsoviensis" "BGC0001348" 67373 "CC1C/C(=C/C=C\CC(OC(=O)/C(=C\C(=C\C(C1O)C)\C)/C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)/C=C/C(=O)O)O)O)/C" "JBIR-100" "C38H58O10"
"102257463" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O" "heronamide A" "C29H39NO4"
"102257462" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "CCC/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C\[C@@H]3C=C[C@@H]([C@@H]([C@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C" "heronamide B" "C29H39NO3"
"102257461" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "CCC\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@H](O)[C@H](O)\C=C(/C)\C=C\C=C\C(=O)N1" "heronamide C" "C29H39NO3"
"102362803" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](CC=CC=CC)N1C2=O" "heronamide D" "C27H35NO4"
"76332081" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "[H][C@]12C[C@@H](CC=CC=CC)NC(=O)[C@]1([H])\C=C\C=C(C)\[C@@]1([H])[C@H](O)[C@H](O)C=C[C@]1([H])\C=C(/C)\C=C\2" "heronamide E" "C27H35NO3"
"76332081" "NRPPolyketide" "Streptomyces sp. SCSIO 03032" "BGC0001349" 1109743 "C\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@@H](O)[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1" "heronamide F" "C27H35NO3"
"101209503" "Polyketide" "Leptolyngbya sp. ISBN3-Nov-94-8" "BGC0001350" 1798139 "[H][C@@]12C[C@@]([H])(OC(=O)\C=C(/C)\C=C\C[C@@H](O)CC(=C)\C=C(C)\C1)[C@](C)(O2)[C@@H](O)\C=C(/C)C[C@H]1OC(C)(C)O[C@@H](C[C@H]2OC(C)(C)O[C@@H](C[C@H](CC(=C)C(\OC)=C/Br)OC(=O)CCCCCCCCCCCCCCC)[C@H]2C)C1(C)C" "phormidolide" "C65H105BrO12"
"16215902" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "C[C@H]1CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O" "carbamidocyclophane A" "C38H54Cl4N2O8"
"16215903" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "C[C@H]1CCCCC(CCCCCl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O" "carbamidocyclophane B" "C38H55Cl3N2O8"
"16216030" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC(Cl)Cl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane C" "C38H56Cl2N2O8"
"16216031" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCCCl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane D" "C38H57ClN2O8"
"16216032" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane E" "C38H58N2O8"
"102126547" "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "C[C@H]1CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1O" "carbamidocyclophane F" "C37H53Cl4NO7"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])[H])CCCC[C@H](C)[C@@H](O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane H" "C37H57NO7"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane M" "C38H57BrN2O8"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane N" "C38H56Br2N2O8"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane O" "C38H56Br2N2O8"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane P" "C38H55Br3N2O8"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O" "carbamidocyclophane Q" "C38H54Br4N2O8"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane R" "C37H56BrNO7"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane S" "C37H55Br2NO7"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2" "carbamidocyclophane T" "C37H54Br3NO7"
NA "Polyketide" "Nostoc sp. CAVN2" "BGC0001357" 1510471 "C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1O" "carbamidocyclophane U" "C37H53Br4NO7"
"5477807" "Polyketide" "Purpureocillium lilacinum" "BGC0001358" 33203 "CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C)C" "leucinostatin A" "C62H111N11O13"
"6440573" "Polyketide" "Purpureocillium lilacinum" "BGC0001358" 33203 "CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC)C" "leucinostatin B" "C61H109N11O13"
"46187193" "Terpene" "Serratia plymuthica 4Rx13" "BGC0001361" 682634 "C[C@@H]1C(=C)[C@@H]([C@@]2(C([C@]1(C(=C2C)C)C)C)C)C" "sodorifen" "C16H26"
"44632924" "Other" "Phaeobacter inhibens DSM 17395" "BGC0001362" 391619 "C1=CC(=O)C(=C2C(=C1)SS2)C(=O)O" "tropodithietic acid" "C8H4O3S2"
"9868865" "Polyketide" "Streptomyces sp. FJS31-2" "BGC0001366" 1840610 "CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2" "BE-24566B" "C27H24O7"
NA "Polyketide" "Streptomyces sp. FJS31-2" "BGC0001366" 1840610 "CC1=CC(O)=C(Cl)C2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C(Cl)=C(O)C=C4O)C(C)(C)C1=C3)O2" "zunyimycin A" "C27H22Cl2O7"
"9898144" "NRP" "Aspergillus nidulans NRRL 8112" "BGC0001371" 1160106 "CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O" "echinocandin B" "C52H81N7O16"
"42602890" "Terpene" "Penicillium thymicola" "BGC0001372" 293382 "CC1(CCC(OC1)(C)/C=C/C2=C(C3=C(C=C2)NC(=O)C(C3(C4=CC=C(C=C4)OC)O)OC)O)C" "penigequinolone A" "C27H33NO6"
"485851" "Polyketide" "Sordaria araneosa" "BGC0001373" 573841 "C[C@@H]1CC[C@@H]2[C@@H]1C[C@@]3([C@@H]4C[C@]2([C@]3(C(=C4)C(C)C)C(=O)O)C=O)CO[C@H]5[C@H]([C@@H]([C@@H]([C@H](O5)C)OC)O)O" "sordarin" "C27H40O8"
"442119" "Other" "Streptomyces albogriseolus" "BGC0001374" 1887 "NC(=O)C1=CC2=C(NC3=C2C=CC(Cl)=C3)S1" "thienodolin" "C11H7ClN2OS"
"6610243" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O" "penitrem A" "C37H44ClNO6"
"3084087" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C(CC2=C)C=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C" "penitrem B" "C37H45NO5"
"76316105" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "CC(=C)C1OC2CCC3(C)C4(C)C(CCC3(O)C2=CC1O)C1OC(C)(C)C2CC3C2C2=C(CC3=C)C(Cl)=CC3=C2C1=C4N3" "penitrem C" "C37H44ClNO4"
"3035208" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C4C(NC5=C4[C@@]([H])(OC3(C)C)[C@]3([H])CC[C@@]4(O)C6=C[C@@H](O)[C@H](O[C@@]6([H])CC[C@]4(C)[C@@]53C)C(C)=C)=CC=C1CC2=C" "penitrem D" "C37H45NO4"
"3086087" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "[H][C@]12C[C@@]3([H])[C@@]1(O)C1=C(CC2=C)C=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C" "penitrem E" "C37H45NO6"
"3086086" "Terpene" "Penicillium simplicissimum" "BGC0001375" 69488 "[H][C@]12C[C@@]3([H])[C@@]1([H])C1=C(CC2=C)C(Cl)=CC2=C1C1=C(N2)[C@@]2(C)[C@@]([H])(CC[C@@]4(O)[C@@]56O[C@@H]5[C@@H](O)[C@H](O[C@@]6([H])CC[C@]24C)C(C)=C)[C@]1([H])OC3(C)C" "penitrem F" "C37H44ClNO5"
"16744765" "Polyketide" "Streptomyces uncialis" "BGC0001377" 1048205 "CC(O)[C@@]12O[C@@]11[C@H](O)C#C\C=C/C#C[C@@H]2NC2=C1C=C(O)C1=C2C(=O)C2=CC=CC=C2C1=O" "uncialamycin" "C26H17NO6"
"6438451" "Polyketide" "Nocardia terpenica" "BGC0001381" 455432 "[H][C@]12C[C@H](O)[C@@H](O)[C@](O)(CC(O)C(C)CCC(O)CC(O)CC(O)C\C=C\C(=O)OC(C(C)C(O)C(C)C(O)C(C)C(C)O[C@@H]3C[C@@H](OC(=O)CCCC)[C@@H](O)[C@@H](C)O3)C(C)C3OC3C(O)CCCC(CC(O)C1)OC(=O)CC(O)=O)O2" "brasilinolide A" "C57H98O24"
"70678686" "Polyketide" "Nocardia terpenica" "BGC0001381" 455432 "CCCCC(C(=O)OC)C(=O)OC1CCCC(O)C2OC2C(C)C(OC(=O)\C=C/CC(O)CC(O)CC(O)CCC(C)C(O)C[C@]2(O)O[C@@H](C[C@H](O)[C@H]2O)CC(O)C1)C(C)C(O)C(C)C(O)C(C)C(C)OC1CC(OC)C(OC)C(C)O1" "brasilinolide B" "C59H104O23"
NA "Polyketide" "Nocardia terpenica" "BGC0001381" 455432 "[H][C@@]12O[C@@]1([H])[C@H](C)[C@H](OC(=O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)CC[C@@H](C)[C@H](O)C[C@]1(O)O[C@@]([H])(C[C@H](O)[C@H]1O)C[C@@H](O)C[C@H](O)CCC[C@@H]2O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1" "brasilinolide C" "C49H88O20"
NA "Polyketide" "Jeotgalibacillus marinus" "BGC0001383" 86667 "CC1CCC\C=C/C=C/C(O)CC(O)C\C=C/C=C/C(O)C\C=C\C=C/C(=O)O1" "macrolactin H" "C24H34O5"
NA "Polyketide" "Jeotgalibacillus marinus" "BGC0001383" 86667 "C[C@@H]1CCC\C=C\C=C\[C@H](O)C[C@@H](O)C\C=C/C=C/[C@H](C\C=C\C=C/C(=O)O1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O" "macrolactin B" "C30H44O10"
"23426102" "Polyketide" "Jeotgalibacillus marinus" "BGC0001383" 86667 "CC1CCC/C=C/C=C/C(CC(C/C=C\C=C\C(C/C=C/C=C\C(=O)O1)O)O)OC2C(C(C(C(O2)CO)O)O)O" "macrolactin 1c" "C30H44O10"
NA "Polyketide" "Jeotgalibacillus marinus" "BGC0001383" 86667 "C[C@@H]1CCC\C=C\C=C\C(=O)C[C@@H](O)C\C=C/C=C/[C@@H](O)C\C=C\C=C/C(=O)O1" "macrolactin E" "C24H32O5"
"102200780" "Polyketide" "Streptomyces sp. TK08046" "BGC0001384" 1112731 "C[C@@H]1OC(CC[C@@H]1O[C@@H]1O[C@@H](C)C(=O)C=C1)O[C@@H]1[C@@H](C)O[C@H](C[C@H]1O)C1=C(O)C2=C(C=C1)C(=O)C1=C(C=C[C@]3(O)C[C@@](C)(CC(=O)[C@]13O)O[C@@H]1O[C@@H](C)C(=O)C=C1)C2=O" "saprolmycin E" "C43H48O16"
"72299" "Other" "Streptomyces calvus" "BGC0001387" 67282 "NC1=NC=NC2=C1N=CN2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O" "nucleocidin" "C10H13FN6O6S"
"10405997" "NRPPolyketide" "Stachybotrys bisbyi" "BGC0001390" 80385 "CC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O" "LL-Z1272beta" "C23H32O3"
"121596231" "NRP" "Staphylococcus lugdunensis N920143" "BGC0001393" 1034809 "CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C2N[C@@H](CS2)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC3=CNC4=CC=CC=C43)C(C)C)C(C)C)C(C)C)C(C)C" "lugdunin" "C40H62N8O6S"
"16131923" "Other" "Actinoplanes teichomyceticus" "BGC0001395" 1867 "CCCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@H](C7=CC(=CC(=C7C8=C(C=CC(=C8)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9C1=CC(=CC(=C1)O)OC1=C(C=CC(=C1)[C@H](C(=O)N[C@H](CC1=CC(=C(O3)C=C1)Cl)C(=O)N9)N)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O" "teichomycin" "C88H97Cl2N9O33"
NA "Polyketide" "Streptomyces sp. A1(2016)" "BGC0001396" 1846204 "CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OCC2C3OC3CCC(=O)[C@@](C)(O)CC(C)C(O[C@@H]3O[C@H](C)C[C@](O)([C@H](C)O)[C@H]3O)C(C)\C=C\C(=O)OC2C)[C@@H]1OC" "aldgamycin J" "C36H60O15"
NA "Polyketide" "Streptomyces sp. A1(2016)" "BGC0001396" 1846204 "CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OCC2C3OC3CCC(=O)C(C)CC(C)C(O[C@@H]3O[C@H](C)C[C@](O)([C@H](C)O)[C@H]3O)C(C)\C=C\C(=O)OC2C)[C@@H]1OC" "aldgamycin K" "C36H60O14"
NA "Polyketide" "Streptomyces sp. A1(2016)" "BGC0001396" 1846204 "CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OCC2C3OC3CCC(=O)[C@@](C)(O)CC(C)C(O[C@@H]3O[C@H](C)C[C@@]4(OC(=O)O[C@H]4C)[C@H]3O)C(C)\C=C\C(=O)OC2C)[C@@H]1OC" "aldgamycin P" "C37H58O16"
"102425548" "Polyketide" "Streptomyces sp. A1(2016)" "BGC0001396" 1846204 "C[C@@H]1C[C@]2([C@@H](OC(=O)O2)C)[C@H]([C@@H](O1)OC3C(CC(C(=O)CCC4C(O4)C(C(OC(=O)/C=C/C3C)C)CO[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)C)O)OC)OC)C)C)O" "aldgamycin E" "C37H58O15"
"9962646" "NRPPolyketide" "Streptomyces globisporus C-1027" "BGC0001397" 1172567 "CC1([C@H]([C@H]([C@H]([C@@H](O1)O[C@]23C=CC=C2C#C/C/4=C\C#C[C@H]3OC5=C(C=C(C=C5Cl)[C@H](CC(=O)OC[C@@H]4OC(=O)C6=CC(=CC7=C6NC(=O)C(=C)O7)OC)N)O)O)O)N(C)C)C" "lidamycin" "C43H42ClN3O13"
